GeneID,0h,1.5h,3h,6h,9h,12h
NUDT4,0.876167148,1.049959756,0.978701256,0.768376508,0.954534199,0.757292167
NUBP2,0.875660732,1.537347538,1.388514135,0.917728419,0.831256696,0.68446348
MPZL1,0.875646865,0.740230456,0.711447706,0.669041943,0.484573569,0.679481457
RPS27,0.875496891,0.677508314,0.488216658,0.854659135,0.873329013,0.856473932
SND1,0.875470765,0.647794237,0.584188383,0.653892234,0.497980282,0.309460505
LMAN2L,0.875203111,1.024507473,0.790528415,0.663896536,0.850569135,1.03889366
CHMP2B,0.875109658,0.955087815,1.084827842,1.062145657,1.333532442,1.316228231
HSP90AB1,0.874954237,0.990114748,0.63309488,0.991727036,1.100681009,0.912419153
TP53BP1,0.87464778,0.841997546,0.564583035,0.871550116,0.603938245,0.882544162
TWSG1,0.874495972,0.713854825,0.60820827,0.668519881,0.531005025,0.625898739
FBXL12,0.874448339,1.09721087,1.158112623,0.702785839,0.622436354,1.192055757
GORASP2,0.873757356,0.799374768,1.006372704,0.907489417,0.940160943,2.513731744
TNFRSF1A,0.873614041,0.805467923,1.150288137,1.154886509,1.329867947,0.91983031
PPP2R1B,0.872433482,0.495338009,0.638729855,0.677787589,0.835367775,1.35010518
C12orf5,0.872433481,1.18661948,0.955085061,0.876887694,0.651336725,0.825994244
PHF8,0.872433481,0.716137809,0.496477791,0.69018142,0.61218885,0.290737115
MTHFD2,0.872433481,0.749172906,0.75541927,0.891008268,0.939782753,0.547208046
OXSR1,0.872433481,0.610983894,0.991186873,0.571356197,0.345327611,1.170484735
ABCC1,0.872433481,0.863028407,0.620627464,0.464637571,0.558131638,0.423845674
SRP9,0.87180402,0.499944262,0.868075987,1.134875934,1.188115458,2.520125296
SREBF1,0.871555782,0.97838467,1.227950214,0.89054038,1.083069065,0.79771408
IRF3,0.871469466,1.396013896,1.326739199,1.000726165,1.396623117,1.338344949
SGTA,0.870967207,0.76067253,0.931460723,0.946091422,0.987780288,0.57200744
CCNG1,0.870839995,0.430155312,0.702138221,0.645779976,0.758024521,1.043521325
PTPMT1,0.870503319,0.613852858,1.072182379,0.996420118,1.063211419,0.817789004
CYB5R3,0.870103886,0.89136759,1.203947579,1.269382537,1.477526345,1.074862743
BCLAF1,0.870071297,0.587327563,0.657577622,0.828072735,0.883058118,1.191784835
TTC38,0.870016768,1.403444803,1.145749209,0.692333031,1.01669592,1.535599603
FLOT2,0.869478941,1.132488028,1.028594047,0.748838426,0.827429825,0.425291553
NAA20,0.869266754,0.68674588,0.903649204,1.457027461,1.299825039,1.317161594
PIP4K2C,0.869260996,0.632458594,0.513804773,0.829564538,0.740671441,1.670192994
TDP2,0.869184194,0.830478182,1.090603213,0.923331548,0.816844815,1.047808223
CD47,0.869029337,0.682966252,0.74717904,0.725611903,0.874774386,1.359940608
IVD,0.868925036,1.375175695,0.952113487,0.816368695,0.859688298,0.947963139
TRAFD1,0.868767795,1.549923099,0.96621423,0.927121171,0.731816028,0.627507734
RND3,0.868114504,0.630261761,0.667792064,0.80063659,0.977005088,0.579544085
PHF5A,0.868093016,0.796471486,0.958094783,1.208398445,1.663502468,0.823934208
DR1,0.868004884,0.714856784,0.927304461,1.099603771,0.737929166,0.880676344
NAT10,0.867870545,0.715647432,0.897777613,0.927743865,0.781372003,0.367925269
RAD1,0.867730336,1.29282814,1.017975706,0.998959415,0.697615914,0.550546712
ITGAE,0.86730152,1.065406176,1.479621558,1.029389901,0.686998148,0.771520483
FBXL3,0.866693787,1.137910785,1.245770787,0.855388322,0.526825379,3.00780193
EIF4ENIF1,0.866668502,0.748591728,0.436024137,0.719990315,0.71875579,0.398966767
PACSIN2,0.866437375,1.46350396,1.00002963,0.654065024,0.339177569,0.406766386
TOR1AIP1,0.866252272,0.885799453,0.824888702,0.998715081,1.117027049,1.086118401
SRRD,0.866179478,0.968301455,1.338127174,1.178728854,1.647616064,1.677888492
JUND,0.865932025,1.687524868,1.485863008,0.809648084,1.053890707,0.65402645
PPM1B,0.865922784,1.396861824,1.191649518,0.951613775,0.543378504,0.232846272
URM1,0.86549564,1.13887316,0.855362297,1.251076463,1.152582814,1.242864691
TAF6,0.865467944,1.527012232,1.255638561,0.61000883,0.997523388,0.344612482
UBE2N,0.865442828,0.927410377,0.741636332,0.573962854,0.51979225,1.465389837
L3MBTL2,0.865163202,1.239082682,1.049225193,0.686628297,1.122734432,0.430159744
GPX4,0.865057341,0.88792347,0.910673043,1.025255805,1.118141769,0.493734661
RAB5A,0.864807314,0.549130422,0.653745867,0.841381981,0.669429412,0.425231765
RBCK1,0.864559533,1.096028011,1.258196429,0.625033678,0.544005843,0.33219874
GNL3,0.864523242,1.016180546,0.948668038,1.522678009,5.574356807,10.35320006
LBR,0.864476952,0.787829542,0.777558365,0.88707391,1.085437428,1.11505694
ANKRD54,0.863963253,0.592763521,0.848204679,0.644334086,0.705943743,0.805169351
FAM134C,0.863414527,1.21852582,1.022602869,0.683248437,0.572319051,0.647378423
TXNDC15,0.862929849,0.846894663,0.972588255,1.00239112,0.95248287,1.58642171
RPL26,0.86280572,0.58280947,0.672462521,0.979509615,0.921176226,0.738705093
NME4,0.862771981,1.003812993,1.170967642,0.555833979,0.793146746,1.381554547
NUB1,0.862630858,0.757979794,0.895645717,1.147643732,0.772418552,0.641925212
EIF3E,0.862519464,0.847174389,0.783575547,1.100031915,1.118214889,0.547834748
TEX261,0.862434244,1.733441616,1.352813997,0.875445105,1.420599679,3.067414433
LMAN1,0.862307999,0.509001239,0.644527956,0.794752354,0.909469436,1.354246377
NUP210,0.862045763,0.791397025,0.706171614,0.572283477,0.696206589,0.90897016
CLSTN3,0.861842483,1.450806041,0.761460529,0.798773778,0.761448699,0.729056336
PCYOX1,0.861807008,0.58434751,0.674924547,0.913256982,0.943303214,4.494945422
RASAL3,0.861595798,0.879266074,0.873744471,0.812363171,0.873605383,0.769435675
NAA38,0.861512895,0.368922528,0.755346865,1.155358785,1.113930542,0.646585286
ZER1,0.861403981,0.713545374,0.656608832,0.596990349,0.622762458,0.375705338
TMED5,0.861372518,0.520184209,0.614733253,0.875133734,0.866784781,1.547835726
YIPF5,0.861268885,0.508398949,0.697210472,1.267183292,1.396376586,1.765366117
RBM7,0.860878071,0.769807265,1.001165099,1.012514657,0.89672405,3.717718641
ADSS,0.86050568,0.738752013,0.716093256,0.844074016,0.97204137,0.840699709
EEF1A1,0.860299633,0.877354332,0.780231684,0.7113097,0.782949158,0.589440718
EPDR1,0.859147692,1.267974745,0.85862738,0.823846042,0.976653726,1.494463751
SCD,0.858950419,0.632147383,0.882312212,0.911351565,1.152134556,1.962376636
HIBCH,0.858715974,1.210297615,0.340495323,0.299048708,0.450295099,0.659915609
RP2,0.858474546,0.668846215,1.142160295,0.935123427,1.242628346,1.155932855
ORC3,0.858316435,0.281944347,0.31410336,0.597990069,0.392010848,0.452484877
GTF3C5,0.857868649,0.97604353,0.828805986,0.7267898,0.845402428,0.698687504
KHSRP,0.85775311,0.951705952,1.100463284,0.657871062,0.982289597,1.144966554
FBXL15,0.857391525,2.896814719,1.981659376,1.411291616,0.984934405,0.599326056
DHX30,0.856984985,0.680746398,0.948084837,0.864773032,0.951106239,0.44426538
RBM23,0.856957943,0.926162204,0.835262118,0.961539343,1.006452495,0.362502201
CASC3,0.856854312,0.98276028,0.986519775,0.70178007,0.843632248,1.38249626
RNLS,0.856571054,0.711304362,0.520432551,0.220800742,0.177535198,0.368175729
PRKDC,0.856538944,0.667819506,0.562950901,0.792666842,0.646786947,0.463789931
ATP6V0A1,0.855972472,0.659172252,0.456020832,0.608501705,0.784805726,0.700515492
NOC3L,0.855691687,0.546094225,0.774299195,0.957272893,0.99541243,0.921133994
TMEM57,0.855357381,0.93352797,0.700648107,0.901130286,0.867509845,0.903704062
C20orf111,0.855347881,1.036980026,0.910190044,1.077794607,1.080109248,1.020748424
RAP1B,0.855078622,0.753668669,0.706589261,0.692459865,0.562355228,0.721185412
GNS,0.854884532,0.767137414,0.696092555,0.842895583,1.008759744,0.818524012
ACSL3,0.854778841,0.72910794,0.698769128,1.152679024,0.766381258,0.581191687
SEC23IP,0.854257784,0.726965319,0.625616858,0.818915964,0.806496741,0.589254834
PDE12,0.854257783,1.035879491,1.209105839,1.229907971,1.256248386,1.238218011
PPAN-P2RY11,0.853942598,0.829900596,1.055898215,1.059977321,1.286986807,0.300097953
RPS9,0.853897111,1.000731062,1.072046382,0.933327819,0.86303996,0.511095976
POLD1,0.853871067,0.879464082,0.966470181,0.906799482,0.732434533,0.891239179
CSDA,0.853871066,1.469272959,0.811364341,0.623288517,0.463239026,0.534937677
NFKBIE,0.853738479,2.026941322,1.226146019,0.883863859,0.484411233,0.898989084
ELOF1,0.853536005,0.702676813,0.796102697,1.499529169,1.764763521,0.608068846
APOL6,0.85304607,0.699704818,0.828012478,0.58018654,0.671016992,0.685655798
TTC33,0.852901389,0.588786647,0.694136455,0.486647172,0.616946146,2.121681329
RPF2,0.852695167,0.679995899,0.890083547,2.078767956,1.271068504,1.667479754
SRM,0.852648962,1.086862572,1.449433673,0.99648354,1.397145351,1.656790781
WBP1,0.851774765,0.996879356,1.243222475,0.570750836,0.824180627,0.70828425
CTSO,0.851522959,0.954870147,0.912946467,0.859808826,1.423015665,0.243829587
DTL,0.851154616,0.400544571,0.80091973,1.029715761,0.924570433,0.892358123
PTPN18,0.851154616,1.159321924,0.92311888,0.677553061,0.642652236,0.896223738
GNPTG,0.851128634,1.790625089,1.511569781,0.865308822,1.174673816,1.242640127
C1orf85,0.851024071,0.826666425,0.763599329,1.163569083,1.122959077,3.59574649
MAEA,0.850369832,1.375746153,1.067628556,0.711016786,0.692360143,0.501913075
ALDH9A1,0.850172117,0.927522793,1.076014141,1.031318431,0.907831354,0.938363667
RBM14,0.850167198,0.782125688,0.671060301,0.719497595,0.636832493,0.612016704
VPS33A,0.849831578,1.488352392,0.985201855,0.973574093,1.176950315,2.301489983
CHP,0.849821814,1.268541131,0.856686049,0.662798056,0.629157268,0.696635986
TPRG1L,0.849641315,1.107026926,0.926997764,0.974247493,1.240529521,1.153416095
SEMA7A,0.849196754,0.998868192,0.785146391,0.70253826,1.362143325,0.937355505
PPP1R15B,0.849161693,0.833737943,0.882982132,0.815068858,0.756583972,0.335439246
ACTR10,0.848854198,0.806985778,0.744447608,0.986428913,1.1238401,1.475117183
HNRNPF,0.84876892,0.890676258,1.358710843,1.009103067,0.743467041,0.881243226
SAFB2,0.848455394,1.084690706,0.961217561,0.64949246,0.628449976,0.510537011
MED24,0.84845298,0.767238061,0.86511247,0.891024134,1.115541357,1.28545926
DMAP1,0.848441561,1.075528509,0.808712023,0.738643312,0.857777348,0.761019232
PCIF1,0.848005344,0.857789573,0.959552753,0.676513552,0.735033494,0.510314652
UGP2,0.847641732,0.841105989,0.67898727,0.938220103,0.760614149,1.341419203
PRADC1,0.847577827,1.143490441,1.767182757,1.146479047,1.606630589,0.636358277
PRPF4,0.847145554,0.914140829,1.021873699,1.047596798,0.967372643,0.469926113
NOL11,0.847145554,0.461218199,0.664033384,1.404054223,1.136397246,0.899064987
BZW2,0.846504514,0.478627602,0.824298596,0.830763774,0.876832989,0.559105798
CPSF2,0.846293152,0.609571742,0.665216435,0.85330305,0.835583773,0.325984781
ZNF281,0.846110057,1.822034031,0.575824642,1.0343628,0.794982148,0.834289113
PRDM1,0.846044359,0.799702968,0.943538354,0.846160492,0.753556634,0.847565636
PPP6C,0.845726334,0.626103134,0.536299397,1.259790236,1.147593278,0.722550776
IMMT,0.845645067,0.786093729,0.926853755,0.990964738,0.93374287,0.768925795
NDUFV2,0.845124333,0.648760653,0.905949672,0.960365543,0.960149844,0.915949375
EXOC7,0.844661175,0.875750305,0.758909431,0.485572439,0.787824366,0.529286203
AIG1,0.844626837,0.551018485,0.938821696,0.665883589,0.44970282,1.578852282
PPA2,0.844612626,0.846588363,0.704730447,0.568632262,0.590579624,1.802283673
CKAP2,0.844576389,0.392465805,0.654273865,0.918033092,0.831903027,1.209166605
ACTR1A,0.844480301,0.738155002,0.786298477,1.087784734,1.300546223,1.15202345
R3HDM4,0.844116475,1.564547149,1.37413001,0.71883889,1.047116225,0.538804171
NT5C1B-RDH14,0.844061661,1.21374856,1.28586405,0.715891192,1.842899793,1.940385599
PECR,0.843711392,1.277570137,1.516983406,1.074608579,0.954664553,1.108721595
PLEK,0.843504623,1.502210667,0.672987439,0.918595913,1.122645598,1.019310743
N4BP3,0.843255104,0.72163079,1.267705708,0.957244626,0.833345773,1.794856679
MITD1,0.84264307,1.008192904,0.386076712,0.966698094,0.944438252,0.871433864
ITGB1,0.841575706,0.555464063,0.585892839,1.098449208,1.405801766,1.950718666
OCIAD1,0.841482404,0.4365166,0.745223797,0.829155703,1.049407507,1.214519686
TMEM87A,0.841200779,0.908645512,0.953829292,0.964974967,0.923152469,0.893215061
MKNK1,0.840953923,1.200689184,0.807759585,0.511971697,0.370760905,1.211939923
HCFC1,0.840305772,0.73858204,0.885578866,0.696573667,0.896061697,0.608316695
C22orf39,0.84012113,1.347130831,1.719636215,0.756810021,0.912336656,2.614047678
ACSL5,0.84000101,1.406101994,0.937684665,0.848967177,1.098303206,1.286313954
DUS3L,0.839547962,1.517296663,1.243092533,0.837771868,1.241122131,0.362831243
RAP2B,0.839358392,1.084160922,1.005262526,0.68391484,0.764720258,0.962369082
LONP1,0.839089576,1.08358033,0.877398109,0.614243585,0.831174673,0.522140125
FABP5,0.83869296,0.495534613,0.717479587,1.12643676,0.708076883,2.168479907
PDIA3,0.838673326,0.83474374,0.687699144,0.661070447,0.576100202,0.833415968
C19orf63,0.838492656,0.964072938,0.882036797,0.752534258,1.168845005,0.817600436
CSK,0.837821825,0.790348804,0.818000035,0.780169188,0.740587904,0.85206383
NAA50,0.837807439,0.74683008,0.748530698,0.798336103,0.805671058,0.905712293
UBE2Z,0.836747289,1.365052547,1.151192281,0.694794257,0.837114275,0.668074548
C20orf4,0.836624644,1.401084546,1.206659655,0.959568522,0.884870147,0.804827453
EXT2,0.836537291,0.654124115,0.638474364,0.785918354,1.037191899,1.149787888
MAPRE2,0.835827881,0.421221701,0.417849714,0.709698989,0.810424279,0.613514647
PHKG2,0.83569944,1.363544285,0.677396034,0.714564096,0.575775248,0.352887076
CD38,0.83569944,0.932975408,1.111554959,0.835446876,0.493390226,1.569739062
TMEM203,0.835495773,1.925554389,1.032967273,0.824375141,0.9348928,1.659245286
CHRAC1,0.835439835,0.926630872,1.073177888,0.836485989,0.757966851,1.414129505
NDFIP2,0.835432954,0.522279579,0.706882331,0.664143813,0.636589479,1.138201797
RNF103,0.835096813,1.224852707,1.481464472,0.793219674,0.725575105,0.966926157
HMG20B,0.834760217,1.151761656,1.336720928,0.942909991,1.131742542,0.352364501
RBMX2,0.834683955,2.28495581,1.040305496,1.079103767,1.290173049,1.127566405
FGD3,0.834501591,0.850028039,0.816162579,0.623280989,0.612363298,0.322599791
ZFAND5,0.83434057,1.027092455,0.727487328,0.727079871,0.811245357,1.146621784
FAM103A1,0.834317455,1.010533541,1.2712282,1.808166107,2.945489414,1.262764416
CYCS,0.834154864,0.528063974,0.769815759,1.30012958,1.221880887,1.098140959
R3HCC1,0.834104814,1.252944925,1.659420164,1.083076903,1.278248323,0.660177169
UTP15,0.83365866,0.491196813,0.762599142,1.075698499,1.138030001,0.636358277
RPS6,0.833503232,0.681756002,0.695019006,0.769110126,0.68584565,0.536080759
CBFB,0.83345879,0.862575258,0.921886411,0.65358089,0.432619641,0.533657922
RNF114,0.833353531,0.938785414,0.837538307,0.890547651,0.953187551,1.491539815
SLC35B2,0.833334968,0.837700236,1.497788586,1.075627273,2.145842226,1.800554637
ADAM8,0.833248082,1.179917125,1.313360995,0.804840548,1.012697305,0.884236743
EIF4G1,0.833144373,0.901498097,0.941105648,0.887590408,0.836899616,0.705811536
MEF2BNB,0.833134675,1.21618693,1.0082807,0.671569354,0.917059053,0.865076602
GOLGA5,0.832976691,0.406269536,0.497847742,0.799061154,0.851791218,1.536649227
ZFPL1,0.832089737,0.583614543,0.982047152,1.192732921,1.419914062,0.543307968
COQ9,0.831252181,0.672104142,0.776843986,0.709312594,0.521496486,1.220752696
CDC42SE1,0.831197911,0.869732025,0.767997444,0.962845496,0.923964158,0.512816194
STK17A,0.830848617,0.86345956,0.7384052,0.894385554,0.912239402,0.808747882
SYS1,0.830736292,1.445886489,1.004198592,1.207102164,2.384842281,0.76119223
PLEKHO1,0.830372147,2.025119436,0.969583714,0.77565251,0.992733389,0.399937117
PPAPDC1B,0.829590766,1.021542109,0.787490641,1.026569655,1.118690929,2.119933726
MAF1,0.829472742,1.1713564,1.388131601,1.0409325,1.441061788,1.421668657
SKP1,0.829444006,1.11394715,1.002102187,0.855870065,0.935537998,0.694497059
TATDN1,0.829144797,0.58135774,0.194478941,0.787928073,0.623645885,0.700848799
TRAF3IP3,0.828921963,0.632791298,0.973999156,0.898099876,0.928900974,0.93586568
ZNF749,0.827921569,2.14851198,1.179807742,1.296268765,0.834212037,1.108006013
NECAP1,0.827404657,1.246276548,0.80145389,0.891960586,1.05201972,1.988760864
BECN1,0.827276469,0.506824248,0.971959894,0.79301148,0.694569556,1.228387462
C1orf131,0.827046768,0.617430197,0.768714365,1.109352342,0.919584614,1.87970445
SLC7A1,0.82698269,0.824060113,0.878203493,0.691164293,0.806634779,0.372339924
SNAP23,0.826971687,0.616531759,0.233464918,0.50340957,0.903729706,0.543228606
TOR1A,0.826846867,1.160563584,0.861152422,0.861581815,1.037352034,0.9701928
TRAT1,0.82651593,0.814417273,0.580202463,1.375675087,1.478265774,2.960132863
PPIL1,0.82651593,0.394454633,0.650568383,1.190843325,1.86806456,1.090827625
DGCR14,0.82610958,0.904417117,1.238776071,0.965259638,1.447911035,1.658041189
HIF1A,0.82605828,0.74261801,0.866362303,1.073782667,0.80661433,0.931899097
RPL17-C18ORF32,0.826053414,0.791911372,0.762517249,1.097977557,1.072566942,0.64883208
PNKP,0.825493647,1.320087501,0.758938621,0.628574316,0.512430598,0.662416576
C20orf11,0.825479596,0.883526118,1.263603393,0.824300726,0.7736474,0.263008702
IGHMBP2,0.825433698,1.060735332,0.690497237,0.476598862,0.625196604,0.20088698
C20orf30,0.825246574,0.357640951,0.839325556,0.952001269,0.956542335,1.164082955
PIGK,0.824628907,0.46770864,0.7070304,0.994691365,0.941026488,1.991711928
ATG4B,0.824606315,0.70122095,0.55701144,0.708793843,0.842675955,0.506038887
FBXO7,0.824507329,0.681105954,0.818676469,0.818547607,1.125432856,1.079755469
HARS2,0.824365521,0.681189471,0.762556348,0.930898893,0.956427609,0.900412662
HSPA4L,0.824321341,1.113586312,0.451139299,1.037216022,1.133553573,0.718584265
HNRNPH3,0.824232737,0.987138668,0.685103393,1.070324704,0.857736048,0.844638437
APBA3,0.823964955,1.433206511,0.948666723,0.490237621,0.686469434,1.010642376
DSTN,0.823027718,0.835444036,0.772778199,0.92819028,0.982671854,0.960896656
POLR1D,0.822674918,0.714688211,0.820534575,0.860624346,0.502794465,1.489792302
ING4,0.82242137,0.793222805,0.452969072,0.83351409,1.092358648,0.823774859
TTC4,0.821429678,0.50362908,0.896594222,0.791816848,0.64026615,0.696186833
TRANK1,0.820794116,0.810992289,0.367784772,0.422830082,0.400982592,0.269995535
TRAPPC12,0.820622297,0.567184907,0.436441124,0.200190743,0.385591341,0.293761375
RFT1,0.820250544,0.527499357,0.776443582,0.793633938,0.868789268,1.556379218
HERPUD1,0.820236606,0.842414395,0.965869666,1.064327938,1.421803126,1.216755202
CENPN,0.819956279,1.366200226,1.223980258,1.074145984,0.664812658,0.845947954
EIF2B4,0.81964292,0.760538259,1.361542508,1.133723729,1.422739136,0.853973915
LSM10,0.818653335,1.052709143,1.206489727,1.251728106,1.40904094,1.38814491
ITGA4,0.818353332,0.5131308,0.538072874,0.812986037,0.85833689,1.55427758
TRA2A,0.817955734,0.511365236,0.464370195,0.551926376,0.509301897,0.261070062
FHOD1,0.817626762,1.14616245,1.228246099,1.070100237,0.681256787,0.309903311
MTMR6,0.817510308,0.857046119,0.970136411,0.60086327,0.972541613,0.421049086
BLNK,0.817351123,0.35554518,0.369822773,0.51406187,0.553516674,0.845591933
CD59,0.817312817,0.603916894,0.822728274,1.249905643,1.607478415,1.135755294
RABEPK,0.816982201,0.643810798,1.137059658,1.127902233,1.111252824,0.915800888
SNAPC3,0.81686447,1.441150753,0.665599501,0.857824918,0.819066575,0.693186028
NDE1,0.816448445,0.621288296,1.176136985,0.71106451,0.797887489,0.734468207
MAP2K3,0.816026144,1.249909462,0.738513962,0.782417882,0.861488226,0.833072217
WDR55,0.815928722,1.140569109,1.319858157,0.817197215,0.854969715,0.455836617
CLINT1,0.815759653,0.676905812,0.780747482,0.817383088,0.766993933,1.112853423
ZNF777,0.815440339,1.732562667,0.707397595,0.621993287,1.099975299,0.432309566
MYH10,0.815403755,0.781423269,0.606425067,0.821906635,0.571851566,0.900947666
TCEB3,0.815169507,0.786811252,0.943412291,0.767291671,0.803315294,1.500178716
VMP1,0.814852872,0.624205543,0.816687592,0.804317969,0.767882691,0.715525356
OPTN,0.814786789,0.781330287,1.072423481,0.845679264,0.86796204,0.577373081
BCL2L2-PABPN1,0.814494093,1.345434693,1.327060559,0.900936119,0.787168254,0.948709959
TRAF6,0.814271249,0.962421042,0.542920377,0.67742776,0.852575195,0.854225332
GRIPAP1,0.814022693,0.987416239,0.948640659,0.598606796,0.85635532,0.358134573
MAP4K1,0.813804551,0.988029939,0.786668384,0.915013246,1.241212729,0.821992334
PKP2,0.813474506,0.748372738,0.77837152,0.807920473,0.906968881,0.614425356
E2F6,0.813232638,0.81606102,0.756210525,0.624129405,0.489701004,0.478628448
TMED7-TICAM2,0.812908997,0.591382167,0.980704865,0.753094925,0.805802339,2.57985993
KIAA1826,0.812806733,0.368503264,0.496015809,0.868249366,0.858716349,2.040126687
HMBS,0.812523886,0.777232856,1.041909792,1.220966353,1.276656885,1.067486478
GLB1,0.812383979,0.551240182,1.007281413,0.995870121,1.102509256,1.708116394
CTCF,0.811933069,0.774514235,0.78232981,0.794239685,0.600372483,0.546717851
FAM40A,0.811694441,2.056725818,0.560800988,0.778877128,0.753727931,1.244433964
RINT1,0.810275371,0.497864134,0.633073207,0.706437382,0.773439932,0.753344184
ACADVL,0.810173455,1.43388397,0.914281732,0.654455921,0.827348127,0.685429556
TOMM6,0.810116804,1.027782155,1.163400808,0.85196764,0.984514233,0.539924189
CTPS,0.80960391,0.874765345,0.854630925,1.039097145,1.085499704,0.547672649
PRR13,0.809499807,0.977925753,1.200849922,1.479199137,1.862997839,2.117263433
NPRL3,0.808401666,0.679427505,0.630193559,0.438756351,0.60981599,0.41927852
PDXDC1,0.808401666,1.229897588,0.887259575,0.838505404,0.933795078,0.769893446
ACOT9,0.807541735,0.410405183,1.171133381,1.086141677,1.173616768,1.675199568
CXorf40B,0.807149343,1.970943477,2.165615358,2.58046901,2.190859894,2.326497771
SNX4,0.80712656,0.8852453,1.007047141,0.796089506,0.63915956,0.444661268
SYMPK,0.806172711,0.693866603,0.783170771,0.69980622,0.598279816,0.543747964
TRAM1,0.806060902,0.608032334,0.826558953,1.085675688,1.249331502,2.494277489
FAM118B,0.805862252,0.696627593,0.487106133,0.824417875,1.075206625,1.502982789
C9orf167,0.805557047,1.419550379,0.878253551,0.967633816,1.316959275,1.021402976
MAPK1IP1L,0.805208299,1.045613479,0.814380565,0.897512992,1.065054073,1.714489963
RRP7A,0.804890244,1.028058491,0.916178136,0.924869762,1.21792964,3.049405988
FOXJ2,0.804451652,0.62150654,0.769959807,0.605995614,0.834212037,1.961785737
POLR3F,0.804371295,0.332653664,0.591133383,0.797769209,0.653017594,1.212835193
KDM5B,0.804325291,1.150496806,0.872550606,0.703856343,0.540465805,0.685795985
TARS2,0.804086158,0.695075523,1.032263086,1.197928204,1.255887291,0.774758279
ITGB1BP1,0.803590093,0.98108184,0.873728137,0.647278697,0.735137244,0.888881403
SLC35F5,0.802901189,0.846645536,1.001566546,0.603244619,1.025126234,1.353654024
MRPS22,0.802505607,1.14769928,1.23703377,1.332615639,1.45457448,0.583328421
NR1H2,0.802441643,1.146763036,1.261799285,1.177179962,1.373214447,1.091164288
STIM1,0.801946012,1.03180786,0.823993827,0.422541738,0.444526614,0.400113865
CCT6A,0.801659878,0.759002049,0.632711055,0.920086506,1.154562468,0.870233541
AKTIP,0.800962942,0.859026737,0.575377573,0.885913884,0.945280498,0.654327498
BCKDHB,0.80065098,0.608868363,0.568842305,0.376470898,0.325935304,0.762226986
SUV39H1,0.800423099,0.716907033,0.595201599,1.023943394,1.478830429,2.091783587
ZC3H18,0.800331541,1.230970363,1.384209533,0.921558404,1.10894682,0.984221879
MRPS28,0.799939009,0.426509432,1.200542242,0.89378324,0.584428293,0.771911027
PROSC,0.799730691,1.066283955,0.895279297,0.837525637,1.080978365,1.370388819
ECE1,0.798800988,0.841887631,1.265295979,0.824167508,1.062621728,0.869654351
NLE1,0.798761321,0.532009984,1.021506259,0.966969834,0.95601159,2.648219675
PLAA,0.798706708,0.778760569,0.78556238,0.969102698,0.850763862,0.298058572
CDC73,0.798464092,0.484610672,0.732883022,0.672874369,0.670571296,0.521246049
DIS3,0.798422415,0.708902804,0.561381348,0.800201698,0.763399007,0.593853815
ITGA3,0.798408822,0.598082025,0.702515103,0.762511038,0.633471489,0.97055213
FTSJ2,0.798183823,0.51802677,1.307352268,1.192188791,1.030921295,0.557209238
ITGA6,0.798007876,0.773827168,0.832084491,0.840535423,0.69074882,0.724529302
KIAA1429,0.797765751,0.621701978,0.505477592,0.702329382,0.924020701,1.416611715
PFDN1,0.797363624,2.024317622,0.914878592,0.992361487,0.946764454,0.651749376
TBCC,0.797223699,0.815042141,1.720608563,0.982238708,1.136917992,1.090761567
CREB3L2,0.797009196,0.738962553,0.962049344,0.816064545,0.523439183,0.446451745
RPL18A,0.796875603,0.866763456,0.798833229,0.876164604,0.719297614,0.507385548
TRAPPC6B,0.796268653,0.515128157,0.336570566,0.679328016,0.722983765,2.642029031
RPL10,0.79609664,0.677341661,0.84445971,0.899537334,0.857055859,0.528717471
AQR,0.796007368,0.40401421,0.412655924,0.712378568,0.63893583,1.007435685
PRNP,0.795736032,0.773232219,0.927191624,0.814838231,1.131507355,1.556869031
SLC39A1,0.795186766,0.72480499,0.732238434,0.858857198,1.062567048,0.927802837
FARSB,0.795172522,0.633149566,0.590980449,0.925718136,1.078133685,1.327876269
DUSP5,0.794610776,0.93991265,0.782997706,0.497020319,0.819086434,0.835386069
DNAJB2,0.794373644,1.401896248,0.640168142,0.802285533,1.104458814,0.872917081
TMX2,0.79430511,0.73783146,0.960164741,1.242968488,1.412540988,1.171169051
PRRC1,0.793967665,0.425984638,0.527774529,0.978430005,0.690246366,0.814115678
C5orf15,0.793824261,0.662234323,0.676562316,0.61000883,0.764879156,1.241846783
WDR41,0.793583808,0.508990397,1.021639373,0.633165348,0.439771147,1.570883111
OSBP,0.793480225,0.909071892,0.920491593,0.89650736,0.897641056,1.128347123
ORC6,0.793387495,0.98407972,1.112794248,1.080063103,1.346338483,1.728638666
KIFAP3,0.793284877,0.569897168,0.618215904,0.658625306,0.432193024,0.661475271
PPIF,0.793213677,0.958851502,0.858016298,0.862543955,0.991641156,0.856636142
URGCP,0.792925996,0.887019335,0.898859877,0.525869681,0.312795336,0.939464016
C8orf80,0.79261212,0.860702904,0.912106233,0.856942079,0.601274224,0.291339055
FTSJ1,0.792157484,1.127436784,1.210426693,1.194150198,1.223978824,1.542040291
SRSF1,0.792016247,0.693269358,1.065681098,0.911207034,0.887383174,0.653122705
CARS,0.791850558,1.241359271,0.722762752,0.604042116,0.783445305,0.375539244
CD58,0.791652603,0.786292989,0.713474838,0.554390378,0.59807034,0.735669651
