GeneID,0h,1.5h,3h,6h,9h,12h
NDUFB4,1.969565659,1.635900472,1.828300592,2.452364147,3.188944608,2.13636206
IFI35,1.96912886,2.530758029,2.480400938,2.537866926,2.481427329,0.513137709
UBE2M,1.968728791,3.289684665,2.757207744,1.691515312,2.101355252,2.342026579
FAHD1,1.968567855,1.192665053,2.634760653,1.209315751,1.439497877,4.166421405
MARCKSL1,1.968047621,3.627650303,2.698921873,1.05823271,2.555123347,3.149106797
PLP2,1.966599813,1.323002174,1.683266916,2.322659215,2.361843172,4.411143263
STUB1,1.966274451,4.202898815,3.186559639,2.315648046,2.589999312,2.184378767
SPINK2,1.96425082,2.858482098,2.517931748,1.884563704,2.587520844,2.153828015
MRPL43,1.958524142,1.714752857,2.3046416,1.607903711,2.837024901,1.682208771
DCTN3,1.95519686,3.045804151,2.036956821,2.01547461,2.93223791,1.38089399
ANP32B,1.952294369,2.252607955,2.489875543,1.88138247,1.78425807,1.363294346
RAB21,1.952163123,2.103632065,1.575682323,1.349009764,1.399758631,1.149841123
APOA1BP,1.951227107,2.280304649,2.832792933,2.195412491,3.01980974,1.918253076
CD70,1.950902914,1.742446017,2.306829069,1.557316661,2.712210282,0.495324789
PNPO,1.949053522,1.391408934,1.594198561,1.235637833,1.471187894,1.031493144
LSR,1.948772927,2.23455348,2.25924931,2.062840513,2.027881293,1.844945703
COX11,1.948582394,1.768441138,2.143310372,1.547555383,1.683136807,3.292029813
USE1,1.947310091,2.564160501,2.918959554,2.188612763,1.85242109,1.209166605
HNRNPL,1.946973763,2.749483009,2.764155709,1.899501625,2.144124589,1.587350042
COX6C,1.946037406,1.959189256,2.83519023,3.289518935,3.728353223,3.202718239
BSG,1.943748888,2.444509476,2.745472512,2.107243968,2.641624303,1.346368562
EIF3G,1.941787662,3.030896747,2.375123455,1.938827115,2.499773472,1.246470681
ERO1L,1.941136134,1.872380768,1.972952162,1.642477192,1.081536689,0.628199838
C1GALT1C1,1.939682206,1.452478447,1.546540016,2.882488078,2.218848853,3.546347696
HTATIP2,1.936190094,2.432629019,0.869194641,1.130141751,1.601292945,2.085812394
ACOT13,1.93509682,1.080308681,1.642111632,2.377916296,2.213215608,3.10682665
CRIP1,1.935024972,2.264855046,3.022853381,3.41631583,3.110373505,1.35257459
NDUFS3,1.934950235,2.057291718,2.655071142,2.349431068,2.435313734,0.874309577
VPS25,1.933439824,2.864986682,2.352234098,1.991622867,2.03841256,1.835436048
TUBG1,1.931816994,0.67763356,1.311786659,1.575278486,1.026016564,1.435885343
NXT1,1.931816994,2.018147398,2.655958917,1.638773723,2.106171192,4.6619654
H2AFV,1.931580946,2.277904324,2.544020667,2.305451127,2.102677783,1.71054622
ATOX1,1.931116807,1.989717754,2.289346805,1.97360174,1.941878705,1.108922505
NR2C2AP,1.92992861,1.666366306,1.898670119,2.208930655,3.356710338,2.051264776
TIMM17B,1.929376394,1.722035093,3.16631164,2.771839287,3.831196019,2.419368456
SLC25A5,1.926899745,1.441430971,1.54356293,1.455489264,1.423353503,1.403333786
RBM3,1.926177161,2.218183354,1.900920359,1.559232031,1.445094361,0.72296325
HMGB1,1.925329231,1.543067398,2.094493148,1.580289793,1.597289714,2.331846497
BAX,1.923757109,2.512351043,1.804411841,1.711501459,1.780934851,1.46199235
NDUFA11,1.923416462,2.267451208,3.336333284,2.581040857,3.097210001,1.93589008
HMGB2,1.922640224,1.397483592,2.168019313,1.974265032,1.504717455,0.564938496
RPL41,1.921989298,1.545726758,1.57895567,1.132839138,1.006600162,0.654010136
HARS,1.921314184,1.479360787,1.318520915,1.287537722,1.393477784,0.853834668
GPKOW,1.919353658,2.238146014,2.676775466,1.81818166,2.564594817,2.66117417
LLPH,1.914821537,1.651826427,2.207704661,2.296554371,1.775326801,1.833045119
VIM,1.914050593,1.551070416,1.858214018,1.213374,1.420212383,1.053915844
GAR1,1.913973012,2.623094897,3.557825094,2.430338649,1.490688176,1.345197848
SDHD,1.912681514,2.140899923,2.489394547,1.616769372,1.874402354,1.716619337
UQCR10,1.912020473,1.917040115,2.810985502,3.388607549,3.730618804,3.208306314
H1FX,1.910131974,2.287777137,3.073642107,1.511802865,2.365981231,1.6786347
SUB1,1.909526056,1.547070622,1.891793947,2.132281881,2.211791212,1.489114367
HNRNPA2B1,1.9089564,1.84595197,1.911491846,1.828202765,1.898993175,1.462508681
POLR2G,1.90844824,1.462431451,1.757347536,2.555889713,2.646761375,2.895118417
MRPL16,1.900179296,1.51011034,2.415180132,2.276063588,3.407164869,2.198145464
ZNF622,1.900112018,1.780524905,2.249060347,1.837969315,1.681665534,0.803376351
PPDPF,1.899584231,1.197173913,1.539992977,1.566898358,1.420078696,0.874690263
VKORC1,1.899018743,2.227611472,2.544939266,1.931372895,2.232526555,1.258416369
TMEM111,1.898503048,2.293228267,1.888939857,2.538330582,2.703280585,2.66664421
NOB1,1.895831308,1.578541642,2.225053341,1.382171907,2.097914323,2.231567031
ARF5,1.895537927,2.261849188,2.311856165,2.142348351,2.294400532,2.834953115
APEX1,1.89520798,2.122631942,2.08447668,2.160699594,2.074787847,1.705113846
PRDX4,1.893968215,1.870527135,2.470646473,2.628989276,3.593901855,3.400317439
HMGA1,1.89381902,1.748102191,2.575836293,2.553682033,2.131673265,2.125594315
GTF3C6,1.891906313,3.854309349,2.973355426,1.996005638,2.922296584,1.122601269
ATP6V1G1,1.891765413,1.718769666,1.843542819,1.625567879,1.779414296,1.745860591
COPS6,1.890272543,2.053986931,2.400941159,2.223301889,2.904137318,2.880446731
TPM3,1.888906316,2.376555508,2.040801227,1.696748393,1.685768419,0.900127372
CD151,1.888807499,2.220668901,2.061534048,2.267413319,2.213482904,1.734549495
PPP1R35,1.888486233,3.491811391,3.003322547,2.497986159,1.6479777,0.754202403
PMVK,1.887385429,2.282206933,3.096638048,1.975639482,2.388953323,0.682565786
RANBP1,1.883335763,1.597819892,2.627511147,2.331634758,2.875733743,2.379621661
SCNM1,1.879779357,1.789313243,2.457841706,2.103164774,2.498384265,2.374966475
SLC1A5,1.874525521,1.889641947,1.986544127,1.711012554,1.85191006,1.409597487
SELRC1,1.873749182,1.144533666,1.332622743,1.581381587,0.94859572,1.259873592
NASP,1.873266042,1.895071061,1.732814971,1.788340238,1.133418729,0.992239706
TSPAN31,1.872598937,2.538451806,2.15320516,1.994442933,2.110201371,1.625928992
UCHL1,1.871550207,2.328623585,1.253525661,1.077655676,1.512006461,1.34941502
C21orf56,1.870216601,1.919378985,1.940141935,1.984988411,2.53678514,2.30963685
SERF2,1.867785494,1.495939948,2.500759649,2.236849888,2.303001078,1.934407882
RBBP4,1.867636324,1.677560089,1.951098763,2.09970221,2.213647033,1.571415337
CHCHD8,1.867479235,2.039908308,1.733309987,1.614631037,1.91168703,1.589232322
CD320,1.866555474,2.215444551,2.241032651,1.897608932,2.001774869,0.948413876
PSMD9,1.864743318,1.398584941,1.768226915,1.206026633,1.159673207,1.322098203
PSMD6,1.862910063,1.897952285,1.891711596,1.879640542,1.907219232,1.783708501
JUNB,1.861791038,4.169588355,2.767312602,2.102057456,1.411539732,0.350750618
C21orf59,1.861191427,1.688339908,2.229331162,2.080895923,2.588725252,1.446252747
TUBA4A,1.859442879,2.367470529,2.300373745,1.782254715,1.828871824,1.050460113
BMPR1A,1.859114205,1.185250541,1.417395182,3.229996756,17.51168705,43.84312859
NPM3,1.857439025,1.726514718,2.418759045,1.980350096,2.237806892,1.534233654
SNX2,1.855978774,1.5482486,1.602953296,1.309197152,1.180156566,1.130094946
NDUFB9,1.853193149,2.03358829,2.676789342,2.563637693,3.011656954,2.188927434
HSPA5,1.852660781,1.718656629,2.227768725,2.481506057,2.956488863,2.441902749
CALR,1.852377751,1.795874304,2.156820149,2.382957902,2.917751344,1.851422891
C9orf23,1.851497721,1.921069166,2.685254838,1.684963416,1.176283109,0.681125099
RAN,1.851354049,1.815985106,2.383632405,2.383501611,3.028337489,1.698280635
AGTRAP,1.85105815,2.316540414,3.954632026,1.455542306,1.769327357,1.586152414
PDIA6,1.850588617,2.276304459,2.189800098,2.349289327,3.193576673,1.868821338
LENG1,1.84955898,2.278843638,3.638073926,2.769769823,4.040203393,1.622018628
NHP2,1.847616087,2.167650703,2.329330747,2.192549039,2.484717474,1.819863672
CLTB,1.847506196,3.047452027,2.548313129,1.717722559,2.051017773,1.52282886
MTHFS,1.847506196,1.479345919,1.296683619,1.048452677,0.89638231,2.204387358
MIEN1,1.846905966,1.849112207,2.815650156,1.916348495,2.53179708,5.473710569
CALM3,1.846221558,1.511576081,1.577100843,1.447426494,1.716581565,1.240842703
RPUSD2,1.844438174,1.846991262,1.735162612,2.257032673,1.823742831,2.724500395
TIMM13,1.844416874,2.101867978,2.49645073,2.299652495,3.097946564,1.833291994
SLC3A2,1.842832957,2.265643617,1.985071501,2.053514931,2.314420239,1.641273018
G3BP1,1.84214002,1.663814354,1.63735751,1.626248179,1.451660315,1.305962291
BCCIP,1.840132688,1.461347298,1.994334771,1.831730426,1.629803146,3.022916513
SPAG7,1.838449793,3.165535732,2.33825935,2.161502988,1.799426259,1.474995061
MRPS34,1.838365494,2.322371929,2.447092261,1.96887393,3.135577941,1.547543549
CCT7,1.837982459,1.822374482,1.588072021,1.899218305,2.386039949,1.6912746
NSMCE1,1.837788872,1.287073347,2.322835476,1.746299788,1.509259039,1.469278027
UBC,1.837538198,2.537729076,1.630241554,1.87027048,1.91736732,1.168636836
PSMB5,1.836578299,2.167107149,2.204057492,1.875721427,2.298254987,1.353301956
XRCC1,1.834731355,2.56853095,1.490632979,1.642767966,1.025855342,0.854954632
IGJ,1.833323256,1.083460239,1.586164957,2.337962131,3.147703352,3.299786083
HSPBP1,1.832749456,2.736520788,2.05663597,1.885635031,2.002026313,1.918413005
USMG5,1.831878281,1.217294646,1.035025546,2.010077485,2.58148717,3.896771916
FKBP11,1.830236349,1.277673423,1.916472817,2.513174136,2.85818527,1.83793324
MIDN,1.828604997,3.496911098,1.731198938,1.273061907,1.23462552,1.342170396
HN1,1.826023565,2.738577106,1.264368626,1.854786997,1.478350445,0.839857465
HSBP1,1.822663578,1.320510037,1.34054414,1.74967122,2.32488897,1.24101519
MRPL9,1.82227326,2.093444221,1.800630403,1.644398804,1.970004227,1.015119993
TM9SF1,1.820874424,1.567312627,1.687906089,1.401114032,2.517532755,1.752624757
PQBP1,1.820366014,1.976391325,1.802285319,2.381131031,2.667104743,1.255211029
ACTB,1.817737768,1.428650132,1.606776342,2.969610908,2.560116661,1.462399741
SPINT2,1.816902754,2.254474733,2.368005394,2.192452275,3.113975018,0.467232532
MYH9,1.81590269,2.228472787,2.131135473,1.299820094,1.144710598,0.717942671
UQCR11,1.814370696,2.401864321,2.82039933,1.857965828,2.478617539,1.998687924
REXO2,1.814230049,1.471724686,1.542794474,1.627562153,1.759540471,2.216425816
IFIT5,1.814107715,1.251991803,1.219564985,1.417114377,1.826093014,5.595511955
MRPL28,1.812824939,2.372359576,2.582749793,1.830026491,3.234401054,1.455030481
FAM50A,1.812774054,2.417514621,2.209268303,1.706340108,1.514318074,0.660458335
ZMAT5,1.811247771,2.837660293,1.221570848,1.307161779,1.13238421,0.991142095
TMEM179B,1.809414547,1.346617275,2.080404501,1.714124813,3.046770961,1.019368984
RRS1,1.808877028,1.881697213,2.551725772,2.014504967,1.699872543,0.58740764
ARHGDIB,1.80831667,1.342749501,2.057587196,2.245015557,2.643227884,2.726386227
IDH3B,1.805557987,1.989840908,1.805640168,1.648810479,2.220141077,1.276342528
WDR83OS,1.804171353,1.647909288,1.806054508,2.303026366,3.459220075,1.47355285
NDUFA7,1.803781293,1.423447738,2.126003111,2.142567352,2.56842305,2.66718544
OS9,1.802865817,2.194675107,2.241800374,1.729869636,2.242670769,1.27324009
LEO1,1.802332641,1.850189093,1.185084264,1.848038563,1.755990719,1.267299615
CDC37,1.801472541,1.809287648,1.649205831,1.17553785,1.258198741,0.695126035
ANAPC11,1.800938395,2.976412179,3.340585469,2.307907903,2.662226719,1.696955405
PDAP1,1.800671267,2.089598648,1.893757982,1.316379411,1.901559734,1.328988447
REEP4,1.799175071,1.463969755,1.94761913,2.039010998,2.608567797,1.524833993
RRM2,1.798528922,1.494602557,1.528587366,1.489849912,1.594352844,0.882858691
SLC25A4,1.797639644,2.24871756,2.516155126,1.637442551,1.850687141,1.890731011
FOXA1,1.79424999,0.852799603,1.489153034,0.963171837,1.453618152,5.907642554
COX7B,1.794108607,1.467551333,1.158901965,2.981969931,3.512116938,2.716104612
NDUFS6,1.791889364,2.063142712,2.465837548,1.797961924,2.654125422,1.466922683
FARSA,1.790028226,1.986475973,2.377488375,1.927627903,2.055942534,1.293339825
MRPS30,1.789416757,1.208950734,1.855444381,1.919697789,2.321054438,3.791731859
PNRC1,1.789108011,1.680884798,1.895912428,1.229678434,1.282969869,1.480294169
SNX3,1.789040809,2.15266436,1.936308745,1.39834079,1.605224717,1.157588405
RPL35A,1.788327466,1.617999793,2.01827529,1.616671171,1.527391099,1.40296266
STT3A,1.7882047,1.232378696,1.529476805,2.048805094,2.587772286,2.338529071
CRYBB1,1.788117914,1.993524165,2.837637798,2.382030703,3.369839582,3.605746817
TMEM59,1.787268856,1.660051775,1.994850048,1.849780899,2.086490016,2.094587166
MRPL2,1.787081486,1.54981537,1.942167063,2.417922502,2.977622025,2.304364382
ITPA,1.786521611,2.048204715,1.110898617,1.252621581,1.366952911,0.992812152
EPHX1,1.785869058,1.667144549,2.746538377,2.314235834,1.538088328,1.319462208
MRPL47,1.784770365,2.406774933,1.338638055,1.983595148,2.520240889,2.095390821
PPP1CA,1.784614897,1.388836235,2.141965452,2.150545582,3.213261178,2.376848505
TMED4,1.784193739,1.343282084,2.128944335,1.758112317,2.428773585,2.484754715
C15orf24,1.783498704,2.053288811,1.929197406,2.02775813,2.428258542,2.107771316
MAGED1,1.782829996,1.643643413,2.352814274,1.892933652,2.605724853,0.976892934
PSMC1,1.779686924,1.632866571,1.288297514,1.854259719,1.713918107,1.399829139
FASN,1.779124822,2.098007576,2.11602276,1.014893406,0.753717893,0.604783496
SNRNP27,1.778422097,2.140872541,1.522921058,1.268874203,1.577734355,2.014525706
HEBP1,1.778261546,4.049234592,1.620892719,1.945607111,1.357056905,1.470906937
SNRPA1,1.777320725,1.45933368,2.164809099,1.757550194,1.711137124,1.296248787
EIF4A3,1.777179314,1.858079689,2.094667011,2.393502054,1.550985323,0.540709962
TMEM50A,1.77279377,1.161445879,1.829788406,2.142292916,1.768304107,1.066474125
TMED9,1.772642157,2.349779086,2.409338785,2.090601129,3.29674028,1.489623568
PSMD7,1.772295342,2.142555214,1.920648026,1.982223083,1.97014198,2.026426915
C19orf10,1.77106784,2.487827525,2.657342384,1.903761865,3.020918079,2.499450668
CCT5,1.770780828,1.709269934,1.361867563,1.735818026,2.178022092,1.54735346
NAP1L2,1.770339473,1.653857533,1.378182495,1.695888424,1.424943769,0.959255344
MRPL44,1.7699129,2.232801651,2.121675685,1.797347447,2.447021974,2.811099475
ACOX1,1.767569693,1.608736526,1.187063197,1.087296074,1.08633385,0.416148806
GRN,1.76742212,2.269180222,2.740233318,2.040279855,2.442201373,1.494096911
NGDN,1.767381375,1.850885374,2.115361966,1.764039958,2.484098065,0.924474125
FAM96B,1.767009944,1.289266432,1.376890853,2.031547266,2.624640394,1.326036191
PSMA2,1.766280611,1.564604822,1.691213628,2.385673336,2.743479779,2.530293082
HAT1,1.766203651,1.166518035,1.287372798,1.862273654,1.193640908,0.989318132
MRPL17,1.764751487,1.616818917,2.036942145,1.965495985,3.231942929,1.531611033
SARS,1.763159922,2.033903281,1.427856674,1.532321665,1.825895351,1.105486256
ATP5J2-PTCD1,1.760948686,1.594077109,2.899861045,2.018919347,1.830078358,0.811587368
MRPL21,1.759737988,1.303693868,1.93516174,1.445105054,2.602375021,1.187574344
CECR1,1.759067304,1.488808632,2.164818406,2.313345745,2.493350203,1.197773703
CACYBP,1.757696867,2.118582831,1.424852283,2.150373349,2.709144594,2.118632862
SCPEP1,1.755438542,1.618103551,1.664397873,1.434823349,1.937061097,1.294694392
FAM173A,1.755399358,4.39355606,4.306176688,1.891027374,2.731272002,1.093313713
HNRNPU,1.755046258,1.514035295,1.453333666,1.319674228,1.316737112,1.030780417
NDUFC1,1.754099063,1.278996795,2.827769983,1.555160852,1.527290807,1.46199235
MRPL34,1.752816243,1.689567762,1.494890353,1.435457287,1.55256129,1.780497826
GAPDH,1.752482173,1.449724379,1.903699366,1.77467445,1.921466855,1.541125226
TBCB,1.749768274,2.193864367,2.096120424,1.816981495,2.368925528,2.297416549
ALKBH7,1.749446666,2.446224218,2.662114114,1.476989884,2.819936677,0.801730032
RPS25,1.748525604,1.660197378,1.842065773,1.401082714,1.618043119,1.101216857
GSTO1,1.744866963,1.878154841,1.80456392,2.108808807,2.201083908,2.71909427
CDC26,1.744866963,0.963083759,1.113540773,1.980481689,2.231082713,2.342338102
MOB1A,1.743711422,1.042457013,1.66219611,1.78800688,1.869694279,3.301462062
IMPDH2,1.743429675,1.823838388,1.712678567,1.48183561,1.462906447,2.49602499
RNH1,1.743408044,2.121056391,2.270834004,1.728070341,1.974876007,1.50480784
NDUFS8,1.743257306,2.146013998,2.01692383,1.783777061,2.591448084,1.280141165
ADRM1,1.742314495,2.366338724,2.331236565,2.075295601,2.736527335,1.274762896
MRPL36,1.741599421,0.899589303,1.987789122,2.026640908,3.60040108,1.043048787
PSMD8,1.741554762,2.393066467,1.779747099,1.760199262,2.817761018,2.749258416
HCLS1,1.740883248,1.866141642,1.828826886,1.38578093,1.515388264,1.499933274
PFKM,1.740722386,1.39998598,1.270679224,1.10590394,1.385064007,0.838246579
MRPL23,1.739001864,1.977997324,1.964476524,1.686926675,2.50383988,2.177759437
TIMM50,1.73886398,2.34388384,1.510612655,1.398498162,1.613381138,0.506783062
ANXA5,1.738217317,1.36030588,2.174814343,2.074254291,2.109477052,2.022186755
MAGEH1,1.737473459,2.509631266,1.91715897,1.881063087,1.927956707,1.210695905
CD9,1.736403308,1.825103698,1.903491924,2.069416194,2.416566615,3.000632193
BST2,1.734156625,2.104920366,1.913779697,2.359876914,3.086945916,1.86620991
FKBP4,1.733844966,2.526329265,0.955262221,1.466181908,2.165817957,1.412730099
MDH2,1.73262415,1.921153014,2.241834141,1.913018508,2.160553385,1.267453045
DYNC1LI1,1.729343236,1.889945891,0.920361598,1.246907219,0.975350149,0.846499899
MOB3A,1.729111259,2.061383404,2.420625427,1.608308011,1.66860359,1.023399017
LY96,1.728907814,1.050641573,1.77209211,1.517226436,1.572806787,1.504260836
PHAX,1.728467837,0.975400474,1.249979472,1.481679344,0.922467324,1.016035828
PSMD4,1.728000937,1.325256764,0.991536966,1.561320122,1.180514763,0.466067757
PHGDH,1.727992041,2.665749597,2.123421919,1.301044752,1.987082708,0.835730141
MRPL55,1.725855096,1.824595591,2.355702941,2.660225675,3.999300875,1.131504119
ISG20,1.725207986,2.191154498,2.479536407,1.953539114,2.238372519,1.289105953
CD68,1.725038929,0.652121529,1.386566168,1.721394782,2.111941822,1.969806608
ATP6V1E1,1.724419303,1.433052457,1.434652501,1.786383984,2.322111864,1.606782127
KIAA0090,1.723084786,1.32883174,1.649687398,1.625958789,2.005721734,0.996240208
TRAPPC6A,1.722946524,1.341128151,2.050493924,2.752478869,1.754298842,1.626489592
TSFM,1.722849714,1.863585596,1.950441454,1.653854982,0.999871164,2.016918018
WDR3,1.721705011,1.793307809,1.422689163,1.573224409,1.606630589,1.475550684
PDLIM1,1.721073322,1.149322551,1.30141208,1.518702464,1.644073251,0.668488188
GTF2B,1.718734162,1.641186681,1.151028449,1.44649482,0.729616644,0.594159453
PSMB2,1.718272885,1.403656438,1.384144218,1.862927394,2.076731378,2.637300881
STIP1,1.717757448,1.983135715,1.099229096,1.664253763,2.007598103,1.384242077
RPL36,1.717625244,1.583176944,2.006870164,1.926832959,1.502460027,0.641669578
MRPS14,1.717542424,1.116322762,1.594332034,2.219788725,2.175836855,2.403778426
PSMD10,1.717316431,1.003947567,1.51401475,1.511761014,2.37376051,1.393830124
C15orf40,1.714075193,1.700890957,1.520177055,1.560130497,2.147042697,3.063222066
YIF1B,1.711736578,1.540829438,1.735724549,1.830026491,2.004912963,2.730997614
FUS,1.711146764,1.691016812,2.005053195,2.140236568,1.553268532,1.33074569
PDCL,1.710108657,2.456319412,2.044615036,1.264779401,1.623869115,1.214584018
HMOX1,1.709969624,3.610871901,1.36815935,1.636238064,2.279360206,2.078575785
MANF,1.707721869,1.579916065,2.091182605,2.236621017,2.827488296,2.530147408
